RefID,Author,Title,Abstract,Reason,Labels,"Response Sets",Attachments
4120,"Lee, Bruce Y.; Brown, Shawn T.; Cooley, Philip C.; Potter, Maggie A.; Wheaton, William D.; Voorhees, Ronald E.; Stebbins, Samuel; Grefenstette, John J.; Zimmer, Shanta M.; Zimmerman, Richard K.; Assi, Tina Marie; Bailey, Rachel R.; Wagener, Diane; Burke, Donald S.","Simulating school closure strategies to mitigate an influenza epidemic.","BACKGROUND: There remains substantial debate over the impact of school closure as a mitigation strategy during an influenza pandemic. The ongoing 2009 H1N1 influenza pandemic has provided an unparalleled opportunity to test interventions with the most up-to-date simulations. METHODS: To assist the Allegheny County Health Department during the 2009 H1N1 influenza pandemic, the University of Pittsburgh Models of Infectious Disease Agents Study group employed an agent-based computer simulation model (ABM) of Allegheny County, Pennsylvania, to explore the effects of various school closure strategies on mitigating influenza epidemics of different reproductive rates (R0). RESULTS: Entire school system closures were not more effective than individual school closures. Any type of school closure may need to be maintained throughout most of the epidemic (ie, at least 8 weeks) to have any significant effect on the overall serologic attack rate. In fact, relatively short school closures (ie, 2 weeks or less) may actually slightly increase the overall attack rate by returning susceptible students back into schools in the middle of the epidemic. Varying the illness threshold at which school closures are triggered did not seem to have substantial impact on the effectiveness of school closures, suggesting that short delays in closing schools should not cause concern. CONCLUSIONS: School closures alone may not be able to quell an epidemic but, when maintained for at least 8 weeks, could delay the epidemic peak for up to a week, providing additional time to implement a second more effective intervention such as vaccination. Copyright © 2010 Wolters Kluwer Health | Lippincott Williams & Wilkins.","[mass quarantine] duplicate of 3312","Update 2 Import",,
4123,"Jackson, Charlotte; Vynnycky, Emilia; Hawker, Jeremy; Olowokure, Babatunde; Mangtani, Punam","School closures and influenza: systematic review of epidemiological studies","Objective To review the effects of school closures on pandemic and seasonal influenza outbreaks. Design Systematic review. Data sources MEDLINE and EMBASE, reference lists of identified articles, hand searches of key journals and additional papers from the authors9 collections. Study selection Studies were included if they reported on a seasonal or pandemic influenza outbreak coinciding with a planned or unplanned school closure. Results Of 2579 papers identified through MEDLINE and EMBASE, 65 were eligible for inclusion in the review along with 14 identified from other sources. Influenza incidence frequently declined after school closure. The effect was sometimes reversed when schools reopened, supporting a causal role for school closure in reducing incidence. Any benefits associated with school closure appeared to be greatest among school-aged children. However, as schools often closed late in the outbreak or other interventions were used concurrently, it was sometimes unclear how much school closure contributed to the reductions in incidence. Conclusions School closures appear to have the potential to reduce influenza transmission, but the heterogeneity in the data available means that the optimum strategy (eg, the ideal length and timing of closure) remains unclear.","[mass quarantine] duplicate of 3364","Update 2 Import",,
4125,"Ferguson, Neil M.; Cummings, Derek A. T.; Fraser, Christophe; Cajka, James; Cooley, Philip C.; Burke, Donald S.","Strategies for mitigating an influenza pandemic","Development of strategies for mitigating the severity of a new influenza pandemic is now a top global public health priority. Influenza prevention and containment strategies can be considered under the broad categories of antiviral, vaccine and non-pharmaceutical (case isolation, household quarantine, school or workplace closure, restrictions on travel) measures. Mathematical models are powerful tools for exploring this complex landscape of intervention strategies and quantifying the potential costs and benefits of different options. Here we use a large-scale epidemic simulation to examine intervention options should initial containment of a novel influenza outbreak fail, using Great Britain and the United States as examples. We find that border restrictions and/or internal travel restrictions are unlikely to delay spread by more than 2-3 weeks unless more than 99% effective. School closure during the peak of a pandemic can reduce peak attack rates by up to 40%, but has little impact on overall attack rates, whereas case isolation or household quarantine could have a significant impact, if feasible. Treatment of clinical cases can reduce transmission, but only if antivirals are given within a day of symptoms starting. Given enough drugs for 50% of the population, household-based prophylaxis coupled with reactive school closure could reduce clinical attack rates by 40-50%. More widespread prophylaxis would be even more logistically challenging but might reduce attack rates by over 75%. Vaccine stockpiled in advance of a pandemic could significantly reduce attack rates even if of low efficacy. Estimates of policy effectiveness will change if the characteristics of a future pandemic strain differ substantially from those seen in past pandemics.","[mass quarantine] duplicate of 3374","Update 2 Import",,
4129,"Cooper, Dan M.; Zulu, Michael Z.; Jankeel, Allen; Ibraim, Izabela Coimbra; Ardo, Jessica; Kasper, Kirsten; Stephens, Diana; Meyer, Andria; Stehli, Annamarie; Condon, Curt; Londoño, Mary E.; Schreiber, Casey M.; Lopez, Nanette V.; Camplain, Ricky; Weiss, Michael; Golden, Charles; Aizik, Shlomit; Boden-Albala, Bernadette; Chau, Clayton; Messaoudi, Ilhem; Ulloa, Erlinda R","SARS-CoV-2 Acquisition and Immune Pathogenesis Among School-Aged Learners in Four Diverse Schools.","ABSTRACT Objectives To directly measure SARS-CoV-2 infection in diverse schools with either remote or onsite learning. Methods 4 schools participated. Schools A and B served low-income Hispanic learners, school C special needs, and all three provided predominantly remote instruction. School D served middle and upper-middle income, White learners, with predominantly onsite instruction. 320 learners [10.5±2.1(SD); 7-17 y.o.]; 86% had phlebotomy. Testing occurred early in the fall (2020), at lower levels of COVID-19, and 6-8 weeks later during the fall-winter surge (tenfold increase in COVID-19 cases). Results Nasal RT-qPCR for SARS-CoV-2 and 21 respiratory pathogens was performed. Phlebotomy was obtained for circulating immunity. Face covering and physical distancing fidelity was measured by direct observation. 17 learners were SARS-CoV-2 positive during the surge. School A (97% remote) had the highest infection rate (9/70, 12.9%, p Conclusions Infection in the schools reflected regional rates rather than remote or onsite learning modalities. Schools can implement successful mitigation strategies across a wide range of income, school-type, and student diversity. Reduced monocyte and immune mediator concentrations coupled with robust humoral and cellular immunity may explain the generally milder symptoms in school-aged children. Table of Contents Summary SARS-CoV-2 infection and immunobiology was measured in children at 4 diverse schools with varying degrees of onsite and remote learning. What’s Known on This Subject At the start of the COVID-19 pandemic, schools were reflexively closed as there were fears that agreggation of school-aged children would lead to increased infection. Infectivity and immunobiology of SARS-CoV-2 in children attending schools not understood. What This Study Adds School-associated infections reflected regional rates rather than remote or onsite learning. Successful mitigation was implemented across a diverse range of schools. Reduced immune mediator concentrations coupled with robust humoral and cellular immunity may explain the milder symptoms in school-aged children.","duplicate of 4127","Update 2 Import",,
4130,"Burns, Adam A C; Gutfraind, Alexander","Effectiveness of isolation policies in schools: evidence from a mathematical model of influenza and COVID-19.","Background Non-pharmaceutical interventions such as social distancing, school closures and travel restrictions are often implemented to control outbreaks of infectious diseases. For influenza in schools, the Center of Disease Control (CDC) recommends that febrile students remain isolated at home until they have been fever-free for at least one day and a related policy is recommended for SARS-CoV-2 (COVID-19). Other authors proposed using a school week of four or fewer days of in-person instruction for all students to reduce transmission. However, there is limited evidence supporting the effectiveness of these interventions. Methods We introduced a mathematical model of school outbreaks that considers both intervention methods. Our model accounts for the school structure and schedule, as well as the time-progression of fever symptoms and viral shedding. The model was validated on outbreaks of seasonal and pandemic influenza and COVID-19 in schools. It was then used to estimate the outbreak curves and the proportion of the population infected (attack rate) under the proposed interventions. Results For influenza, the CDC-recommended one day of post-fever isolation can reduce the attack rate by a median (interquartile range) of 29 (13–59)%. With 2 days of post-fever isolation the attack rate could be reduced by 70 (55–85)%. Alternatively, shortening the school week to 4 and 3 days reduces the attack rate by 73 (64–88)% and 93 (91–97)%, respectively. For COVID-19, application of post-fever isolation policy was found to be less effective and reduced the attack rate by 10 (5–17)% for a 2-day isolation policy and by 14 (5–26)% for 14 days. A 4-day school week would reduce the median attack rate in a COVID-19 outbreak by 57 (52–64)%, while a 3-day school week would reduce it by 81 (79–83)%. In both infections, shortening the school week significantly reduced the duration of outbreaks. Conclusions Shortening the school week could be an important tool for controlling influenza and COVID-19 in schools and similar settings. Additionally, the CDC-recommended post-fever isolation policy for influenza could be enhanced by requiring two days of isolation instead of one","duplicate of 2939","Update 2 Import",,
4131,"Ahmed, Faruque; Qualls, Noreen L.; Kowalczyk, Shelly; Cunningham, Suzanne Randolph; Zviedrite, Nicole; Uzicanin, Amra","Feasibility, Acceptability, and Barriers to Implementing Select Non-Pharmaceutical Interventions to Reduce the Transmission of Pandemic Influenza - United States, 2019","ABSTRACT Objective To assess feasibility and acceptability of implementing non-pharmaceutical interventions (NPIs) reserved for influenza pandemics (voluntary home quarantine; use of face masks by ill persons; childcare facility closures; school closures; and social distancing at schools, workplaces, and mass gatherings), and the availability and usefulness of influenza surveillance data for triggering implementation of NPIs. Methods Public health officials in all 50 states, Washington, DC, and 8 territories, and a stratified, random sample of 822 local health departments (LHDs) were surveyed in 2019. Results The response rates for the states/territories and LHDs were 75% (44/59) and 25% (206/822), respectively. About two-thirds to three-fourths of the state/territorial respondents stated that the feasibility and acceptability of implementing the NPIs were high, except for K-12 school closures lasting up to 6 weeks or 6 months. The LHD respondents also indicated that feasibility and acceptability were lowest for prolonged school closures. Compared to LHD respondents in suburban or urban areas, those in rural areas expressed lower feasibility and acceptability. Availability of influenza surveillance data in near real-time was lowest for influenza-like illness and influenza cases in schools. Conclusions The findings can provide insights regarding the implementation of NPIs during the Corona Virus Disease 2019 (COVID-19) pandemic.","duplicate of 4138","Update 2 Import",,
4140,"Burns, Adam A C; Gutfraind, Alexander","Effectiveness of Isolation Policies in Schools: Evidence from a Mathematical Model of Influenza and COVID-19","Abstract Background Non-pharmaceutical interventions such as social distancing, school closures and travel restrictions are often implemented to control outbreaks of infectious diseases. For influenza in schools, the Center of Disease Control (CDC) recommends that febrile students remain isolated at home until they have been fever-free for at least one day and a related policy is recommended for SARS-CoV2 (COVID-19). Other authors proposed using a school week of four or fewer days of in-person instruction for all students to reduce transmission. However, there is limited evidence supporting the effectiveness of these interventions. Methods We introduced a mathematical model of school outbreaks that considers both intervention methods. Our model accounts for the school structure and schedule, as well as the time-progression of fever symptoms and viral shedding. The model was validated on outbreaks of seasonal and pandemic influenza and COVID-19 in schools. It was then used to estimate the outbreak curves and the proportion of the population infected (attack rate) under the proposed interventions. Results For influenza, the CDC-recommended one day of post-fever isolation can reduce the attack rate by a median (interquartile range) of 29 (13 - 59)%. With two days of post-fever isolation the attack rate could be reduced by 70 (55 - 85)%. Alternatively, shortening the school week to four and three days reduces the attack rate by 73 (64 - 88)% and 93 (91 - 97)%, respectively. For COVID-19, application of post-fever isolation policy was found to be less effective and reduced the attack rate by 10 (5 - 17)% for a two-day isolation policy and by 14 (5 - 26)% for 14 days. A four-day school week would reduce the median attack rate in a COVID-19 outbreak by 57 (52 - 64)%, while a three-day school week would reduce it by 81 (79 - 83)%. In both infections, shortening the school week significantly reduced the duration of outbreaks. Conclusions Shortening the school week could be an important tool for controlling influenza and COVID-19 in schools and similar settings. Additionally, the CDC-recommended post-fever isolation policy for influenza could be enhanced by requiring two days of isolation instead of one.","duplicate of 2939","Update 2 Import",,
4147,"Morton, Emily, Thompson, Paul N., Kuhfeld, Megan","A multi-state, student-level analysis of the effects of the four-day school week on student achievement and growth",,"duplicate of 4098","Update 2 Import",,
4148,"Hyde, Melanie","A Case Study of Shifting to a Four-Day Student School Week as a Response to the COVID-19 Pandemic and its Impact on Teacher Job Satisfaction and Retention",,"duplicate of 4058","Update 2 Import",,
4149,"Thompson, Paul N., Tomayko, Emily J., Gunter, Katherine B., Schuna Jr, John, McClelland, Megan","Impacts of the four-day school week on early elementary achievement",,"duplicate of 3032","Update 2 Import",,
4151,"Morton, Emily, Thompson, Paul, Kuhfeld, Megan","A Multi-State, Student-Level Analysis of the Effects of the Four-Day School Week on Student Achievement and Growth. EdWorkingPaper No. 22-630.",,"duplicate of 81","Update 2 Import",,
4152,"McKenzie, Sarah C., McGee, Josh B., Barnes, Kate","Exploration of Motivations for Adopting a Four-Day School Week or Year Round Calendars: Evidence from Arkansas",,"duplicate of 4061","Update 2 Import",,
4153,"Bowman, Kaylee","Exploring the Advantages of a Four-Day School Week:​ Improving Learning, Wellness, and Work-Life Balance​",,"duplicate of 4060","Update 2 Import",,
4154,"Nowak, Adam, Perrone, Frank, Smith, Patrick S.","How Do Homeowners, Teachers, and Students Respond to a Four-Day School Week?",,"Same study as 4059 linked to 77","Update 2 Import","PDF Retrieval, PDF Retrieval; Scoping Review Eligibility Assessment, Full-Text Eligibility Assessment; Scoping Review Screening, Title & Abstract Screening",4154.pdf
4155,"Grant, Sean, Trevino, Shaina, Schweer-Collins, Maria, Day, Elizabeth, Golfen, Joe, Steinka-Fry, Katarzyna, Tanner-Smith, Emily","Four-Day School Week at Primary and Secondary Schools in the United States",,"duplicate of 4062","Update 2 Import",,
4156,"Jones, Kevin","4-Day School Week Trending Across US",,"duplicate of 4063","Update 2 Import",,
4158,"Kirksey, J. Jacob, Lansford, Teresa, Elefante, Joseph","Six Periods a Day, Five Days a Week: Classes Students Miss Most Frequently and Cumulative Impacts on High School Graduation",,"duplicate of 4064","Update 2 Import",,
4159,"Polipciuc, Maria, Cörvers, Frank, Montizaan, Raymond","Peers’ race in adolescence and voting behavior","Using a representative longitudinal survey of U.S. teenagers, we investigate how peer racial composition in high school affects individual turnout of young adults. We exploit across-cohort, within-school differences in peer racial composition. One within-school standard deviation increase in the racial diversity index leads to a 2.3 percent increase in the probability to be registered to vote seven years later and to a 2.6 percent higher probability to vote six years later. These effects are likely due to positive interracial contact when socialization has long-lasting effects: higher racial diversity in school is linked to more interracial friendships in school and later on.","[mass quarantine] duplicate of 3675","Update 2 Import",,
4161,"Tilley, J. Lucas","School resources, peer inputs, and student outcomes in adult education","This paper studies a large-scale educational expansion to assess whether shocks to educational inputs affect the academic achievement of adult education students. I analyze the effects of a Swedish program that rapidly doubled enrollment in adult education, thus straining school resources. The program targeted low-educated, unemployed adults aged 25 and older. Therefore, my analysis focuses on students under age 25 to reduce the risk that changes in the characteristics of the study sample drive my findings. First, I show that students in regions subject to stronger enrollment expansions experienced stronger negative shocks to educational inputs, including teacher credentials, per-pupil expenditure, and peer quality. Second, I show that the stronger negative shocks to these inputs coincided with larger increases in course dropout. Taken together, the two sets of results suggest a causal link between educational inputs and students’ academic progress in adult education.","[mass quarantine] duplicate of 3676","Update 2 Import",,
4162,,"Editorial Board",,"duplicate of 3782","Update 2 Import",,
4166,"Maluccio, John A., Soler-Hampejsek, Erica, Kangwana, Beth, Muluve, Eva, Mbushi, Faith, Austrian, Karen","Effects of a single cash transfer on school re-enrollment during COVID-19 among vulnerable adolescent girls in Kenya: Randomized controlled trial","COVID-19 related school closures in Kenya were among the longest in Africa, putting older adolescent girls nearing the end of secondary school at risk of permanent dropout. Using a randomized-controlled trial we evaluated a logistically simple cash transfer intervention in urban areas designed to promote their return to school. There were no required conditions for receiving the transfer and the intervention is interpreted as a labeled cash transfer. It had substantial significant effects on re-enrollment of adolescent girls, with greater effectiveness for older girls and even for some not enrolled earlier in the school year. The program effectiveness demonstrates feasibility of the approach and underscores the potential importance of additional resources for schooling during the pandemic, when a large majority of households had suffered income losses.","[mass quarantine] duplicate of 3678","Update 2 Import",,
4167,"Zhu, Zhengren","Discrimination against community college transfer students — Evidence from a labor market audit study","Anecdotal evidence suggests widespread discrimination against community college transfer students, despite their prevalence among bachelor’s degree holders in the US. I send out fictitious job applications and conduct a labor market audit study to examine such discrimination. All applicants have bachelor’s degrees, and a random subset are transfer students who attended community colleges for their first two years of college. I find that, for accounting jobs, community college experience significantly reduces callback rates and undermines the value of graduating from selective four-year colleges. In comparison, sales and marketing firms do not exhibit signs of discrimination.","[mass quarantine] duplicate of 3683","Update 2 Import",,
4168,"Been, Jim, Knoef, Marike","Student loans, spending, and parental transfers: Insights from a nudge in student loan policy in the Netherlands","This paper investigates the effect of student loans on students’ (financial) behavior. For causal identification, we exploit quasi-experimental evidence using a nudge in the take-up of student loans in higher education in the Netherlands. We estimate an instrumental variable (IV) model with a first-stage Difference-in-Differences design. We find that a decline in the default student loan reduced monthly student borrowing by 141 euros. A one-euro decline in student loans reduced students’ expenditures by 61 cents, but also led to a substantial increase of parental financial contributions (43 cents). Especially expenditures on leisure activities were affected. There is no evidence for increased labor earnings among students, on average. Self-reported indicators of academic performance do not worsen in response to the reform; students’ GPA even improves.","[mass quarantine] duplicate of 3684","Update 2 Import",,
4169,"Chaijaroen, Pasita, Panda, Pallavi","Women's education, marriage, and fertility outcomes: Evidence from Thailand's compulsory schooling law","Increased education affects market and non-market outcomes. This paper investigates the causal impact of the extension of compulsory education from 6 to 9 years on females’ education, marriage, and fertility outcomes in Thailand. Using data from the Multiple Indicator Cluster Survey (MICS) and a donut-hole Regression Discontinuity (RD) design, we show that the new law increases lower secondary school completion in girls, leading to decreased probabilities of giving birth in the school-age years (14–17 years). The policy primarily affects the marginal child leading to the postponement of the timing of their fertility to after-school years. We also document heterogeneity and show that the fertility effects are stronger for Muslim women. The policy leads to a consistent drop in the probability of marriage and cumulative births for Muslim women, which sustain beyond the completion of schooling years. The results hold with alternative empirical model specifications and falsification tests.","[mass quarantine] duplicate of 3685","Update 2 Import",,
4170,"Gregg, John J., Lavertu, Stéphane","Test-based accountability and educational equity: Breaking through local district politics?","A central premise of the U.S. No Child Left Behind Act (NCLB) was that test-based accountability systems would break through local politics and lead districts to prioritize the needs of disadvantaged students. Yet, no research examines the equity-related effects of NCLB’s district accountability system. Focusing on a state with rich data, we find that negative ratings (which put districts at higher risk of state intervention) led to the disenrollment of economically disadvantaged students (ostensibly leading to a decline in income-based school segregation) and a corresponding (suspicious) jump in test scores. Negative ratings also led to changes in collectively bargained personnel policies and the replacement of teachers in disadvantaged students’ schools. There was no redistribution of funds toward disadvantaged students’ schools, however, and likely minimal impact on district elections. The results put into question whether a shift in district governance helps explain NCLB’s well-documented positive impacts on low-income students’ academic outcomes.","[mass quarantine] duplicate of 3686","Update 2 Import",,
4171,"Bach, Maximilian","Heterogeneous responses to school track choice: Evidence from the repeal of binding track recommendations","This paper studies how introducing free school track choice in Germany’s between-school tracking system through a repeal of binding track recommendations affects track decisions by socio-economic status (SES). While highest track enrollment increases for previously ineligible high-SES students relative to comparable low-SES students, the SES gap does not increase. This is because previously eligible low-SES student become more likely to enroll in the highest track. A key mechanism for this response appears to be lower preferences for the intermediate track due to concerns about the inflow of mostly low-achieving and low-SES students from the lowest track after the repeal.","[mass quarantine] duplicate of 3687","Update 2 Import",,
4173,"Morton, Emily, Thompson, Paul N., Kuhfeld, Megan","A multi-state, student-level analysis of the effects of the four-day school week on student achievement and growth","Four-day school weeks are becoming increasingly common in the U.S., but prior research is ambiguous regarding their impacts on achievement. Using a difference-in-differences approach, we conduct the most representative student-level analysis to date of the effects of four-day weeks on student achievement and within-year growth using NWEA MAP Growth data. We estimate significant negative effects of the schedule on spring reading achievement (-0.07 SD) and fall-to-spring gains in math (-0.05 SD) and reading (-0.06 SD). The negative effects of the schedule are disproportionately driven by adoptions in non-rural schools and are larger for female students. For policymakers and practitioners, this study provides evidence supporting concerns about four-day school weeks’ effects on student achievement and growth, particularly in non-rural areas.","[mass quarantine] duplicate of 4098","Update 2 Import",,
4174,"Rattini, Veronica","The effects of financial aid on graduation and labor market outcomes: New evidence from matched education-labor data","Financial aid decreases the cost of acquiring additional education. By using Italian administrative and survey data on financial aid recipients and exploiting sharp discontinuities in the amount of aid received, this paper identifies the causal effect of aid generosity on college performance and labor market outcomes. The results show that students facing a higher cost of college earn more credits each year than those receiving higher financial aid. This gap generates a significant difference in the overall graduation time. No differences emerge in the GPA level or the probability of graduating from college.","[mass quarantine] duplicate of 3689","Update 2 Import",,
4175,,"Editorial Board",,"duplicate of 3690","Update 2 Import",,
4176,"Sevilla, María Paola, Bordón, Paola, Ramirez-Espinoza, Fernanda","Reinforcing the STEM pipeline in vocational-technical high schools: The effect of female teachers","Although secondary Vocational-Technical Education (VTE) is highly prevalent in low-income settings in the developing world, this sector remains understudied in the Economics of Education literature. Situated in the Chilean context, this study examines the effect of exposure to a female VTE teacher on STEM pipeline persistence from secondary to post-secondary level. We find that having at least one female teacher in secondary STEM-VTE programs increases overall enrollment in STEM higher education programs by 2.1 percentage points, primarily driven by women choosing postsecondary VTE diplomas in STEM fields. The effect of female VTE teachers in enrollment in these diplomas reaches 4.0 percentage points, equivalent to an 18% reduction in the observed gender gap. We argue that female VTE teachers, acting as role models, have the potential to mitigate the traditional barriers that young women encounter to persist in the STEM pipeline, thereby contributing to closing the STEM gender gap.","[mass quarantine] duplicate of 3692","Update 2 Import",,
4177,"Hoang, Trung X., Nguyen, Ha","Multi-generational effects of school access in a developing country: Evidence from a mass education program in Vietnam","We study the long-run and multi-generational effects of a mass education program in Vietnam during the First Indochina War (1946–1954). Difference-in-difference estimations indicate that the girls exposed to the program had an average of 1.5 years of education, while their children had an average of 0.9 more years of education. Better household lifestyles and a stronger focus on education are possible transmission pathways between mothers and children.","[mass quarantine] duplicate of 3694","Update 2 Import",,
4178,"Anand, Gautam, Atluri, Aishwarya, Crawfurd, Lee, Pugatch, Todd, Sheth, Ketki","Improving school management in low and middle income countries: A systematic review","Improving school quality in low and middle income countries (LMICs) is a global priority. One way to improve quality may be to improve the management skills of school leaders. In this systematic review, we analyze the impact of interventions targeting school leaders’ management practices on student learning. We begin by describing the characteristics and responsibilities of school leaders using data from large, multi-country surveys. Second, we review the literature and conduct a meta-analysis of the causal effect of school management interventions on student learning, using 39 estimates from 20 evaluations. We estimate a statistically significant improvement in student learning of 0.033 standard deviations. We show that effect sizes are not related to program scale or intensity. We complement the meta-analysis by identifying common limitations to program effectiveness through a qualitative assessment of the studies included in our review. We find three main factors which mitigate program effectiveness: (1) low take-up; (2) lack of incentives or structure for implementation of recommendations; and (3) the lengthy causal chain linking management practices to student learning. Finally, to assess external validity of our review, we survey practitioners to compare characteristics between evaluated and commonly implemented programs. Our findings suggest that future work should focus on generating evidence on the marginal effect of common design elements in these interventions, including factors that promote school leader engagement and accountability.","[mass quarantine] duplicate of 3696","Update 2 Import",,
4180,"Zhang, Shumeng, Guo, Naijia, Zhang, Junsen","Reexamining the effect of birth order on cognitive and non-cognitive abilities: New evidence from China","We present rich new evidence on birth order effects on cognitive and non-cognitive ability using a rural sample from China Family Panel Studies. Within families, being the later-born child confers both statistically and economically significant disadvantages in cognition, but has no effects on non-cognitive ability. In particular, the deficits in the cognition of the later-born are persistently large between the ages 10 and 18. We shed new light on the mediating role of school starting age, which explains more than a quarter of the total effect of birth order on cognition. We also find that birth order is negatively associated with home environment and parent–child interactions. In addition, we find a negative relationship between birth order and education among adults.","[mass quarantine] duplicate of 3698","Update 2 Import",,
4183,"Duryea, Suzanne, Ribas, Rafael P., Sampaio, Breno, Sampaio, Gustavo R., Trevisan, Giuseppe","Who benefits from tuition-free, top-quality universities? Evidence from Brazil","This paper investigates the long-term impact on earnings of attending a tuition-free, top-quality university in Brazil. We identify the causal effect through a sharp discontinuity in an admission process based on test scores. If admitted, low-income students are found to increase their earnings by 26% ten years later. However, admission has a small and insignificant effect on high-income students. The difference between income groups is not explained by educational attainment, program choice, or selection into better-paying jobs. The evidence suggests that most low-income applicants, if not admitted, still graduate from college but with much lower returns to education. High-income applicants who just miss the cutoff, however, can find other opportunities such that earnings trajectories are unchanged. Our results underscore the role of affordable higher education in promoting social mobility.","[mass quarantine] duplicate of 3700","Update 2 Import",,
4185,"Jones, Maggie E.C.","Post-secondary funding and the educational attainment of indigenous students","This paper uses cutbacks to a post-secondary funding program for Indigenous peoples in Canada to understand how changes in the costs of higher education affect the educational attainment and labour market outcomes of Indigenous groups. I exploit exogenous variation in exposure to student aid across cohorts and ethnicities to show that increasing the costs of post-secondary education not only affects post-secondary attainment but can also lead to a sizable decrease in high school graduation rates. After reductions in targeted student aid in the late 1980s, high school graduation rates declined by five percentage points on Indian reserves. I suggest that this finding is consistent with a model of human capital acquisition in which the return to a high school degree is low. In this framework, some students complete high school in order to attend a post-secondary institution. When post-secondary education is no longer affordable, some students may no longer find it worthwhile to complete high school. In the long-run, the program cutbacks had lasting adverse effects on labour supply.","[mass quarantine] duplicate of 3701","Update 2 Import",,
4186,"Bertoletti, Alice, Cannistrà, Marta, Soncin, Mara, Agasisti, Tommaso","The heterogeneity of Covid-19 learning loss across Italian primary and middle schools","This paper investigates the heterogeneous impact of school closures during Covid-19 pandemic in Italy on academic performance across different schools, grades, subjects and groups of students. Our analysis utilises an innovative dataset that combines administrative data on standardised tests in grades 5 and 8 with a specifically-designed survey that collects information about teachers’ practices between February and June 2020. Firstly, by employing a multilevel (mixed-effects) model, we estimate the extent of learning loss and examine its variability across schools, for students in primary and middle levels during the school year 2020/21. The findings confirm that learning loss has been considerable (between 0.05 and 0.27 SD) although heterogeneity across disciplines and grades exists – higher in English in grade 5, and in mathematics and reading in grade 8. Secondly, as a main contribution of the paper, we explore the mechanisms behind the substantial differences observed across schools, which can be explained by the ability of teachers in using digital tools and evaluating their students, as well as by the leadership role exerted by school principals.","[mass quarantine] duplicate of 3702","Update 2 Import",,
4187,"Zhang, Kexin","The long-term impact of higher education: Evidence from the Gaokao reinstatement in China","Whereas there is a large literature evaluating the impacts of education, most of the focus has been on getting to universal primary enrollment and understanding the returns to basic education; but it misses the major shifts toward higher education in many fast-growing parts of the developing world over the last 20 years. In this paper, I study the returns to higher education in China using the reinstatement of the National College Entrance Examination in 1977 as a natural experiment, investigating the causal impacts of higher education on later life outcomes and well-being. Through a combination of regression discontinuity and difference-in-difference methods, I find that cohorts that were more likely to complete high school and obtain a college education as a result of the reform were no more likely to be employed, but were more likely to have a high-socioeconomic (SES) occupation in their early 30s, and lesser of the same in their 40s. Cohorts with higher education work for fewer days in a week, and, on average, earn a higher monthly income by 56 percent in their late 40s.","[mass quarantine] duplicate of 3705","Update 2 Import",,
4189,"Coffman, Lucas C., Conlon, John J., Featherstone, Clayton R., Kessler, Judd B., Mixon, Jessica","Liquidity for teachers: Evidence from Teach For America and LinkedIn","There are teacher shortages in the U.S. and around the world. In a three-year field experiment with a large teacher placement program, Teach For America (TFA), Coffman et al. (2019) finds that providing upfront liquidity to prospective teachers in financial need dramatically increases the rate at which they start teaching through TFA. In this paper, we combine TFA administrative data, survey data, and publicly available data (e.g., LinkedIn profiles) to extend those results. We follow individuals for a few years post treatment and find that providing upfront liquidity not only increases the rate that financially constrained individuals join TFA but also increases the rate that they complete the full two years of teaching. Further, providing liquidity to those who need it increases their likelihood of being teachers at all – not just through TFA – through at least two years.","[mass quarantine] duplicate of 3706","Update 2 Import",,
4190,"Paudel, Jayash","Do environmental disasters affect human capital? The threat of forest fires","Although the threat of forest fires is prevalent across the globe, there exists limited empirical evidence on how such environmental disasters influence access and equity in educational outcomes through economic channels. In this article, I combine satellite data on fire radiative power with an individual-level panel dataset to estimate the short-term and long-term impact of forest fires on human capital in rural Nepal. Using a fixed effects panel regression approach, I find that a one standard deviation increase in fire radiative power from last year’s forest fires is associated with a 1.06 percentage point decline in the likelihood of completing middle school. Results indicate that a one standard deviation increase in fire radiative power from fires 6–10 years ago leads to a 6.34 percentage point decrease in the likelihood of completing middle school, implying that the impact of environmental shocks on educational outcomes can be larger in the long run. Subsequent analysis indicates that a yearly lagged fire radiative power exacerbates disparities in middle school completion between individuals that attend government schools and those that attend private schools. While the effects of fires on self-reported measures of health outcomes and absenteeism in school are statistically insignificant, individuals report an increase in worry about inadequate food and scholarships in response to a one standard deviation increase in fire radiative power from last year’s forest fires. These findings support the hypothesis that natural disasters lead to economic damage and food insecurity that, in turn, result in disinvestment in school supplies, higher grade repetition and lower likelihood of middle school completion in the developing world.","[mass quarantine] duplicate of 3707","Update 2 Import",,
